SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
OLE-0341,30/6/2022,Tech Failure,Payments,28.83,3,0.3,0.67,1,3.8,14,2
OLE-0432,27/9/2023,System Failure,Retail Banking,5,3,0.3,1.21,1,3,16,1
OLE-0474,13/1/2022,Tech Failure,ATM Network,13.85,4,0.51,0.6,1,3.9,21,1
OLE-0218,13/8/2022,Data Breach,ATM Network,73.19,5,1.44,1.46,1,3.4,19,1
ALE-0054,27/9/2022,System Failure,Retail Banking,142.54,5,2.93,3.04,2.45,2.9,27,0
ALE-0370,8/10/2022,Data Breach,Online Services,185.56,5,1.3,2.33,2.22,3.7,18,2
ALE-1265,6/1/2022,Phishing,ATM Network,214.45,4,2.02,1.77,1.82,4,29,0
ALE-0154,9/5/2022,Tech Failure,ATM Network,102.11,2,2.57,1.83,1.4,2.8,21,2
ALE-0100,15/9/2022,Phishing,Online Services,179.94,2,2.17,1.33,1.63,3.2,23,1
OLE-0094,28/1/2022,Data Breach,Retail Banking,9.04,4,0.9,0.68,1,3.5,24,2
ALE-0151,3/3/2022,Cyber-Fraud,E-Banking,158.4,3,1.8,3.29,3.77,3.6,24,2
ALE-0213,18/9/2022,Phishing,ATM Network,199.42,1,2.33,2.22,1.52,2.7,23,1
ALE-0235,23/4/2022,Cyber-Fraud,E-Banking,203.9,2,2.73,2.32,1.87,2.6,22,0
ALE-0938,11/9/2022,Cyber-Fraud,Retail Banking,10,3,1.9,2.29,2.61,3.3,21,1
ALE-0451,26/4/2022,Data Breach,ATM Network,261.33,4,1.12,1.42,1.75,3.1,27,1
OLE-0697,21/1/2022,Data Breach,ATM Network,15.35,5,0.83,0.57,1,3.4,18,1
ALE-1173,4/10/2022,Cyber-Fraud,Online Services,177.55,5,2.02,1.25,1.43,3,29,1
ALE-0139,7/10/2022,System Failure,E-Banking,66.28,4,1.88,3.23,2.97,3.3,15,2
ALE-0601,28/6/2022,Tech Failure,Retail Banking,76.75,3,1.46,1.85,1.51,3.7,28,1
OLE-0154,3/5/2023,Data Breach,E-Banking,44.95,2,0.47,0.62,1,2.7,16,1
ALE-0242,11/12/2022,Data Breach,Online Services,52.14,2,1.14,3.22,2.92,3.1,25,0
ALE-1087,10/6/2022,System Failure,Payments,116.42,4,2.19,2.75,2.9,3.8,25,0
ALE-1289,11/2/2022,System Failure,E-Banking,264.42,2,0.91,3.49,2.65,2.6,25,0
OLE-0790,22/11/2022,Cyber-Fraud,ATM Network,71.58,1,0.44,1.03,1,2.7,16,2
OLE-0581,3/3/2023,System Failure,Payments,49.33,1,0.96,0.66,1,2.6,16,0
ALE-0613,5/1/2022,Data Breach,Payments,160.24,2,2.49,2.19,1.65,3.1,29,2
OLE-0704,27/6/2022,Cyber-Fraud,Retail Banking,30.64,2,1.48,1.17,1,2.9,14,2
ALE-0355,17/4/2022,Data Breach,Payments,151.69,5,1.17,3.11,2.59,3.4,20,1
ALE-0438,11/4/2022,Data Breach,ATM Network,139.28,3,2.62,2.08,1.72,3.6,15,0
ALE-1028,5/1/2022,System Failure,E-Banking,126.5,3,2.96,1.96,1.39,3.8,29,0
ALE-0403,27/9/2022,Data Breach,Payments,102.24,1,2.59,1.39,1.12,2.5,26,2
OLE-0488,31/10/2022,Data Breach,E-Banking,42.16,3,0.64,1.23,1,2.5,15,2
ALE-0767,4/4/2022,System Failure,E-Banking,113.98,2,1.28,1.35,1.02,2.8,21,1
OLE-0560,29/8/2023,Cyber-Fraud,E-Banking,75.44,2,1.47,0.74,1,3.5,15,2
ALE-0284,10/2/2022,Data Breach,E-Banking,102.24,3,2.01,2.76,2.25,3.1,27,0
ALE-1095,30/5/2022,Tech Failure,Online Services,162.37,2,1.58,3.25,2.82,3.5,19,1
ALE-0262,5/1/2022,System Failure,ATM Network,247.43,3,1.88,1.98,2.19,3.3,22,1
OLE-0802,6/3/2022,Tech Failure,Retail Banking,72.84,4,0.61,0.53,1,2.9,14,2
OLE-0513,3/1/2023,System Failure,ATM Network,124.56,3,1.25,1.48,1,3.9,16,1
OLE-0634,18/12/2023,Tech Failure,Retail Banking,78.07,3,1.26,0.74,1,2.6,19,2
ALE-1182,10/3/2022,Tech Failure,Retail Banking,187.99,3,2.42,2.46,1.68,2.8,16,0
ALE-0807,27/6/2022,Tech Failure,E-Banking,10,4,2,2.64,1.81,2.9,16,2
ALE-1166,30/4/2022,Cyber-Fraud,Payments,256.32,1,2.65,1.22,0.87,3.2,28,2
ALE-1207,10/9/2022,Data Breach,Online Services,111.13,5,1.44,2.57,1.97,3.2,18,2
ALE-0293,24/10/2022,System Failure,E-Banking,107.41,1,2.35,2.66,1.79,2.7,19,1
OLE-0791,21/2/2022,Tech Failure,Payments,120.17,3,1.46,0.61,1,2.9,17,2
OLE-0117,12/3/2023,Cyber-Fraud,ATM Network,73.67,3,1.48,0.64,1,2.8,21,0
ALE-0640,13/4/2022,System Failure,Payments,132.92,1,2.05,2.84,2.04,3.2,21,0
OLE-0741,8/11/2023,Tech Failure,E-Banking,69.49,3,1.1,0.99,1,3.9,15,2
ALE-1057,24/3/2022,Tech Failure,E-Banking,118.81,1,1.11,1.71,1.5,2.6,25,2
ALE-0224,15/4/2022,Data Breach,Retail Banking,209.97,2,0.85,2.22,1.65,3.5,22,0
ALE-0770,5/9/2022,System Failure,Retail Banking,91.51,3,1.48,1.9,1.5,3.6,21,1
OLE-0831,9/2/2022,System Failure,E-Banking,55.26,1,1.32,1.24,1,3.8,22,2
OLE-0120,4/10/2022,System Failure,E-Banking,57.24,2,0.81,0.66,1,2.5,22,2
OLE-0657,14/9/2023,System Failure,ATM Network,49.86,2,1.1,1.32,1,2.9,24,1
ALE-1017,28/6/2022,Data Breach,E-Banking,230.26,3,1.98,2.91,2.99,2.8,18,2
ALE-1244,6/6/2022,Phishing,E-Banking,117.25,5,0.83,3.22,3.55,3.8,21,0
OLE-0636,24/6/2022,Cyber-Fraud,Payments,5,3,1.06,1.49,1,3.7,15,2
OLE-0370,7/4/2022,Cyber-Fraud,E-Banking,58.95,1,1.2,1.25,1,3.4,16,0
OLE-0269,18/3/2023,Data Breach,Payments,24.07,3,0.4,1.31,1,3.8,17,0
OLE-0656,31/1/2022,Data Breach,Retail Banking,66.05,2,1.16,0.77,1,3,24,0
ALE-0078,14/6/2022,Tech Failure,Payments,109.99,5,1.78,1.99,2.22,3.2,21,0
OLE-0823,3/3/2022,System Failure,Retail Banking,30.77,2,1.26,1.06,1,3.6,16,0
ALE-0009,11/4/2022,Phishing,ATM Network,157.8,1,2.86,3.12,2.24,3,21,0
OLE-0047,1/7/2023,System Failure,E-Banking,60.96,4,1.32,0.71,1,3.9,23,1
ALE-0516,24/1/2022,Cyber-Fraud,Payments,69.57,5,2.04,2.28,2.74,3.8,16,0
ALE-1076,19/3/2022,Phishing,Online Services,339.25,2,1.97,1.51,1.04,3.8,16,2
ALE-0134,6/3/2022,System Failure,Payments,115.88,1,1.52,2.6,1.84,2.5,18,1
ALE-0019,22/5/2022,System Failure,Payments,229.11,5,1.47,2.28,2.3,3.2,15,1
OLE-0774,1/12/2022,System Failure,Retail Banking,119.18,3,0.93,1.22,1,3.4,18,1
ALE-0362,23/10/2022,Data Breach,Online Services,224.78,2,0.9,2.11,1.93,3.2,26,2
ALE-0269,21/2/2022,System Failure,E-Banking,70.05,5,0.94,2.52,2.04,3.3,24,1
OLE-0005,20/3/2022,Data Breach,Payments,45.1,3,1.44,0.75,1,3,22,2
ALE-1162,22/6/2022,Cyber-Fraud,Retail Banking,194.49,2,2.64,1.28,1.3,3.2,26,2
ALE-0146,22/2/2022,Data Breach,Retail Banking,233.38,2,2.74,3.5,3.61,3.6,18,0
ALE-1031,7/7/2022,Tech Failure,Online Services,132.5,5,0.88,3.35,2.77,2.9,29,1
ALE-1093,16/6/2022,System Failure,ATM Network,261.29,3,2.04,3.24,2.56,3.5,21,0
OLE-0264,20/11/2023,System Failure,E-Banking,31.16,3,0.75,1.06,1,3.2,19,0
ALE-0921,3/5/2022,Data Breach,Retail Banking,85.24,2,2.93,2.75,3.03,2.7,16,1
OLE-0613,26/8/2023,Cyber-Fraud,E-Banking,29.73,1,1.01,1.32,1,3.1,21,2
OLE-0444,29/7/2022,Data Breach,E-Banking,72.69,3,1.27,1.08,1,3.6,21,2
ALE-0145,27/9/2022,Cyber-Fraud,E-Banking,197.05,2,2.89,1.35,1.1,2.6,17,1
ALE-0220,16/5/2022,System Failure,E-Banking,113.26,1,1.17,1.93,1.76,3,20,1
OLE-0838,8/12/2023,Cyber-Fraud,ATM Network,5,1,0.96,1.33,1,3,14,0
ALE-1220,2/3/2022,Phishing,Payments,167.27,4,2.16,2.73,1.85,2.7,18,0
OLE-0305,6/6/2023,Data Breach,Retail Banking,5,2,1.24,1.25,1,3.7,23,0
ALE-0508,7/9/2022,Tech Failure,Retail Banking,237.25,4,2.04,1.68,1.15,3,16,2
ALE-0908,12/1/2022,Cyber-Fraud,E-Banking,225.99,1,2.98,2.42,1.89,2.9,17,0
OLE-0314,30/12/2023,Cyber-Fraud,Payments,13.02,4,0.74,0.93,1,2.5,19,1
OLE-0150,11/4/2022,Tech Failure,Retail Banking,32.29,5,0.61,1.17,1,2.9,23,2
ALE-0291,31/1/2022,Cyber-Fraud,Online Services,55.65,3,1.05,2.43,2.79,3.8,16,1
ALE-0356,26/9/2022,Data Breach,Online Services,10,3,2.9,1.69,1.45,3.6,28,0
OLE-0575,17/5/2023,Tech Failure,Retail Banking,121.72,1,0.81,0.57,1,2.7,23,2
ALE-0831,29/11/2022,Data Breach,Payments,10,4,2.38,2.48,2.95,2.8,27,1
OLE-0051,15/9/2022,Data Breach,Payments,49.25,5,0.68,1.45,1,3.7,18,1
ALE-0903,26/3/2022,System Failure,ATM Network,246.1,2,2.56,2.69,3.35,2.9,25,0
OLE-0727,5/3/2022,Tech Failure,ATM Network,56.15,2,0.7,0.61,1,2.9,18,2
OLE-0834,4/9/2023,Tech Failure,E-Banking,44.5,5,0.64,1.29,1,3.9,17,0
ALE-0520,11/10/2022,Cyber-Fraud,Payments,191.66,1,2.66,1.91,1.28,2.6,16,1
ALE-0258,17/5/2022,Tech Failure,E-Banking,207.26,1,2.8,3.15,2.76,2.6,21,1
ALE-0309,9/4/2022,Phishing,Payments,233,1,1.21,2.66,1.94,3.5,26,2
OLE-0471,16/1/2022,System Failure,Retail Banking,36.36,4,1.48,1.3,1,3.6,22,0
ALE-0114,7/3/2022,Cyber-Fraud,E-Banking,140.83,5,2.81,1.68,1.33,2.6,26,0
OLE-0654,3/8/2022,Tech Failure,E-Banking,62.58,2,0.86,1.28,1,3.9,15,1
OLE-0400,18/8/2023,Cyber-Fraud,E-Banking,44.8,1,0.82,0.8,1,2.8,23,2
OLE-0512,14/9/2022,System Failure,Payments,52.19,3,1.3,1.05,1,2.8,17,0
OLE-0321,21/3/2023,Tech Failure,ATM Network,19.05,3,0.31,1.44,1,3.1,23,2
OLE-0020,1/2/2023,Tech Failure,E-Banking,19.14,4,0.96,1.1,1,3.3,16,1
OLE-0685,18/1/2022,Cyber-Fraud,Retail Banking,73.76,1,1.27,0.58,1,3.1,14,0
OLE-0036,27/2/2022,Tech Failure,Payments,30.71,3,1.02,1.18,1,3.2,20,0
ALE-0045,25/9/2022,Data Breach,ATM Network,92.91,4,1.43,3.24,3.06,2.7,20,2
ALE-1155,31/3/2022,Tech Failure,ATM Network,275.34,1,1.68,2.3,1.55,3,19,1
OLE-0828,17/1/2023,Data Breach,Retail Banking,74.31,5,1.02,0.59,1,3,14,1
ALE-1178,27/8/2022,Data Breach,Payments,156.02,3,1.76,2.03,1.7,2.9,15,1
OLE-0408,12/1/2023,Data Breach,E-Banking,19.37,5,0.41,0.69,1,2.6,18,1
ALE-0063,12/5/2022,Cyber-Fraud,Online Services,21.73,1,0.97,2.41,2.23,3.4,23,2
OLE-0538,14/10/2022,System Failure,Retail Banking,23.06,5,0.78,1.29,1,2.8,14,2
OLE-0759,26/11/2022,System Failure,E-Banking,54.16,5,0.98,1.26,1,3.6,14,1
ALE-0848,3/1/2022,Data Breach,Retail Banking,119.3,2,1.43,1.65,1.11,3,16,2
ALE-1243,10/8/2022,Tech Failure,Online Services,146.15,5,2.16,2.63,3.18,2.9,22,1
ALE-0205,15/8/2022,Phishing,ATM Network,95.89,3,2.07,2.02,2.03,3.7,19,0
ALE-0342,9/4/2022,Cyber-Fraud,E-Banking,244.51,1,2.48,2.44,2.74,3.3,17,1
OLE-0246,5/7/2023,System Failure,ATM Network,5,1,0.51,1.47,1,3.2,15,2
ALE-0559,24/1/2022,Tech Failure,ATM Network,64.16,4,2.43,2.23,1.53,3.6,26,1
ALE-0270,10/10/2022,Cyber-Fraud,E-Banking,146.13,4,0.83,2.8,2.56,3.3,27,0
OLE-0785,19/11/2022,Data Breach,Retail Banking,16.95,5,0.95,1.47,1,3.2,24,1
ALE-1113,19/11/2022,Data Breach,Online Services,110.22,3,2,3.14,3.42,3,22,2
OLE-0490,10/11/2023,Cyber-Fraud,Payments,11.02,1,0.54,0.52,1,3.8,24,1
OLE-0155,30/7/2023,Cyber-Fraud,ATM Network,51.75,2,0.31,0.92,1,2.9,14,2
ALE-0805,15/3/2022,Data Breach,Retail Banking,154.59,1,1.18,1.33,1.06,3.8,18,1
ALE-0104,4/12/2022,Tech Failure,Retail Banking,303.99,1,0.87,2.87,2.07,3.1,27,0
ALE-0829,5/6/2022,Phishing,E-Banking,201.99,5,2.72,1.69,1.54,3.9,21,1
OLE-0854,13/11/2023,Cyber-Fraud,Retail Banking,26.89,4,0.73,0.65,1,3.3,22,2
ALE-0454,29/4/2022,Phishing,E-Banking,77.54,5,2.18,3.44,3.33,2.7,16,1
OLE-0626,27/11/2022,Data Breach,ATM Network,61.31,4,0.69,1.39,1,2.7,19,2
OLE-0686,3/1/2023,Data Breach,Payments,32.88,4,1.22,1.13,1,4,22,1
ALE-0913,11/3/2022,System Failure,ATM Network,84.54,3,2.99,3.37,2.65,3.6,17,1
OLE-0570,31/10/2023,Tech Failure,Retail Banking,76.68,3,0.88,0.52,1,2.9,15,1
OLE-0566,14/7/2022,Data Breach,Payments,67.12,2,1.1,0.94,1,3.9,23,1
ALE-0901,25/6/2022,Tech Failure,ATM Network,129.21,5,1.66,3.41,3.3,3.7,28,1
OLE-0018,11/2/2022,Cyber-Fraud,E-Banking,34.77,2,1.21,1.3,1,3.2,24,0
OLE-0128,29/9/2022,System Failure,Payments,42.23,1,0.56,0.86,1,2.6,22,0
ALE-0489,18/3/2022,Data Breach,ATM Network,138.73,1,1.73,2.26,2.78,2.5,22,1
ALE-0422,29/11/2022,Tech Failure,E-Banking,185.77,4,1.77,3.39,2.77,2.8,29,1
ALE-1273,4/7/2022,System Failure,Retail Banking,175.03,2,2.88,1.46,1.31,2.8,17,1
ALE-0070,1/5/2022,System Failure,Retail Banking,248.19,5,1.21,2.7,2.99,3.3,29,0
ALE-0123,13/5/2022,Data Breach,ATM Network,76.14,1,0.88,1.48,0.99,3,26,0
OLE-0253,25/8/2022,Data Breach,ATM Network,55.61,4,1.05,0.82,1,3.7,22,0
OLE-0191,5/4/2022,System Failure,E-Banking,15.33,2,0.78,0.66,1,3.8,21,1
ALE-0282,18/3/2022,System Failure,ATM Network,118.96,2,2.04,1.98,1.93,3.5,19,1
ALE-0135,11/12/2022,Data Breach,Retail Banking,120.04,2,1.81,2.46,1.73,2.7,20,2
OLE-0700,15/3/2022,System Failure,ATM Network,107.05,2,1.16,1.09,1,3.2,23,0
ALE-1018,25/3/2022,Phishing,E-Banking,233,1,1.11,2.51,1.91,3.3,29,0
OLE-0607,16/3/2023,System Failure,Retail Banking,47.85,2,1.15,1.48,1,2.6,21,0
OLE-0181,27/4/2023,System Failure,ATM Network,78.59,3,1.19,1.33,1,3.6,18,0
OLE-0302,13/9/2022,Data Breach,E-Banking,60.68,5,0.84,0.57,1,3.6,21,2
OLE-0497,26/8/2023,Data Breach,Payments,24.99,1,1.36,0.55,1,2.8,22,1
ALE-1063,4/8/2022,Phishing,Payments,213.3,5,1.52,1.33,0.96,2.6,19,0
ALE-1078,26/3/2022,Phishing,Payments,146.33,2,1.98,2.48,2.84,3.9,23,1
ALE-1023,6/4/2022,Tech Failure,Payments,142.09,4,0.85,2.65,2.19,4,28,0
ALE-1142,17/4/2022,Data Breach,ATM Network,154.25,1,2.76,2.49,2.38,3.4,22,1
ALE-0997,27/12/2022,Tech Failure,Retail Banking,97.97,5,1.89,2.94,2.52,2.9,15,1
OLE-0518,21/1/2022,Cyber-Fraud,Retail Banking,51.18,5,0.8,0.56,1,3.1,15,0
ALE-0539,15/4/2022,Data Breach,ATM Network,130.5,4,1.08,2.8,2.43,2.5,25,0
ALE-0212,19/12/2022,Phishing,Retail Banking,30.33,2,1.2,2.78,2.33,3.8,28,0
OLE-0477,9/9/2022,Tech Failure,Payments,85.42,3,0.69,1.19,1,3.9,21,0
OLE-0158,2/7/2022,System Failure,Payments,39.94,4,0.57,0.88,1,3.2,22,2
ALE-0386,9/3/2022,Tech Failure,Retail Banking,234.13,5,2.41,1.37,1.1,3.7,27,0
ALE-0338,24/12/2022,Phishing,E-Banking,297.57,2,2.57,3.02,2.5,3.7,22,1
OLE-0017,4/11/2022,Cyber-Fraud,Payments,42.14,3,1.35,0.9,1,3,19,2
ALE-0678,25/3/2022,Phishing,Payments,163.09,2,2.53,2.26,1.51,3.8,28,1
ALE-0215,13/12/2022,Data Breach,ATM Network,313.57,5,1.36,2.2,1.89,2.9,20,2
ALE-1275,21/10/2022,Phishing,Retail Banking,298.62,2,2.35,1.55,1.44,2.6,27,2
OLE-0547,22/10/2022,System Failure,Payments,40.44,4,0.45,0.81,1,3.9,18,1
ALE-0682,24/9/2022,Data Breach,ATM Network,265.93,1,0.83,3.06,2.1,3.7,22,2
OLE-0659,9/4/2023,Tech Failure,Payments,71.6,5,1.21,0.55,1,3.8,15,0
ALE-0981,2/10/2022,System Failure,Retail Banking,95.43,3,0.84,3.42,3.78,3.7,19,0
ALE-0162,25/5/2022,Data Breach,Retail Banking,192.29,2,2.14,2.55,2.41,3.2,21,2
ALE-1194,12/4/2022,Data Breach,E-Banking,160.97,3,2.42,2.89,3.4,3.8,17,2
ALE-0647,13/7/2022,Data Breach,E-Banking,67.6,5,1.65,3.12,2.13,3.7,27,2
ALE-0102,8/7/2022,System Failure,E-Banking,105.22,5,2.76,2.51,1.83,3.7,26,0
ALE-1231,9/5/2022,Phishing,Retail Banking,165.19,4,1.8,1.49,1.09,3.3,25,0
OLE-0284,19/5/2023,Cyber-Fraud,Payments,25.24,5,0.67,1.41,1,3.9,17,1
ALE-0775,24/10/2022,Cyber-Fraud,Online Services,162.5,5,1.36,1.41,1.65,3.1,20,1
OLE-0798,10/9/2023,Data Breach,E-Banking,30.23,5,1.33,0.73,1,2.7,19,0
ALE-0982,24/12/2022,Tech Failure,Payments,127.51,5,2.1,2.44,2.13,3.3,28,0
OLE-0226,29/10/2023,Tech Failure,Retail Banking,64.17,4,1.41,0.73,1,3.5,21,1
OLE-0027,10/10/2023,System Failure,E-Banking,95.44,1,1.47,1.32,1,3.3,20,2
ALE-1147,26/1/2022,Data Breach,ATM Network,10,3,2.16,3.31,2.94,2.7,24,2
ALE-0942,31/12/2022,Data Breach,ATM Network,53.68,3,1.35,1.67,1.87,3.1,25,2
OLE-0438,5/3/2022,Tech Failure,Retail Banking,5,3,1.19,1.17,1,2.7,17,0
ALE-1263,25/7/2022,Tech Failure,Retail Banking,284.08,2,0.96,1.67,1.93,2.6,26,2
ALE-0531,18/12/2022,Cyber-Fraud,Payments,86.41,1,2.09,2.01,1.77,3.4,23,1
OLE-0230,24/6/2023,Tech Failure,Payments,57.26,5,0.6,1.06,1,3,17,0
OLE-0038,6/7/2022,Data Breach,Retail Banking,98.85,1,0.57,0.85,1,2.6,14,1
ALE-0836,3/7/2022,Cyber-Fraud,Online Services,146.91,5,2.74,3.37,3.83,3.8,26,0
OLE-0750,10/10/2022,System Failure,E-Banking,5,4,0.36,0.68,1,3.9,23,1
ALE-0188,6/4/2022,Phishing,Payments,186.86,1,2.33,1.99,2.27,2.6,24,0
ALE-0541,5/6/2022,Tech Failure,Retail Banking,255.55,1,2.06,3.25,2.59,3.2,16,0
OLE-0470,16/2/2022,System Failure,ATM Network,50.25,2,0.52,1.04,1,3.5,14,1
ALE-1059,8/8/2022,Cyber-Fraud,E-Banking,201.9,4,2.29,2.71,2.85,2.7,15,0
ALE-1272,3/1/2022,Cyber-Fraud,Retail Banking,206.55,2,1.15,2.7,2.69,4,24,1
OLE-0688,24/1/2022,System Failure,E-Banking,24.52,2,1.48,1.13,1,3.1,20,2
ALE-0199,14/8/2022,Data Breach,Retail Banking,196.36,2,2.22,3.11,3.73,3.8,15,1
OLE-0640,19/8/2023,Tech Failure,Retail Banking,30.63,2,1.06,1.02,1,2.6,24,0
ALE-1081,25/3/2022,Tech Failure,Online Services,173.17,1,1.24,2.41,2.05,3.2,20,1
ALE-0361,8/4/2022,Cyber-Fraud,ATM Network,272.6,1,0.87,2.56,2.75,3,21,1
ALE-0301,2/3/2022,Tech Failure,Retail Banking,223.15,5,2.72,1.86,2.16,3.9,18,1
ALE-0558,31/10/2022,Tech Failure,Online Services,92.22,2,2.81,1.41,1.08,2.7,15,1
ALE-0670,5/4/2022,Cyber-Fraud,Retail Banking,102.08,2,1.29,3.47,3.42,2.7,19,1
ALE-1016,4/12/2022,System Failure,Retail Banking,89.71,5,2.78,1.9,1.65,3.1,27,2
ALE-0443,5/7/2022,Data Breach,Payments,173.87,4,1.76,1.66,1.9,3.2,23,0
ALE-1199,27/12/2022,Cyber-Fraud,ATM Network,156.58,5,0.9,2.43,1.88,2.7,27,0
OLE-0801,1/9/2022,Cyber-Fraud,ATM Network,15.56,2,0.83,0.83,1,3.3,17,0
ALE-0746,27/3/2022,System Failure,ATM Network,148.27,4,1.4,2.53,1.96,3.5,27,2
OLE-0161,20/9/2022,Data Breach,Retail Banking,33.13,3,0.67,1.18,1,3.4,15,1
ALE-0847,12/9/2022,Cyber-Fraud,Retail Banking,85.32,3,2.09,1.83,2.22,3.7,23,1
ALE-0099,17/12/2022,System Failure,Payments,168.71,4,0.89,2.41,1.7,3.8,17,2
ALE-0886,24/5/2022,System Failure,Retail Banking,165.95,5,1.48,2.37,1.69,3.1,24,0
ALE-0329,31/7/2022,Tech Failure,E-Banking,275.55,2,1.89,3.23,3,2.9,19,1
OLE-0822,3/1/2023,System Failure,E-Banking,5,2,0.78,0.8,1,3.5,16,1
ALE-0872,2/9/2022,Cyber-Fraud,Payments,25.12,1,1.26,2.2,1.76,2.9,18,1
ALE-1046,20/9/2022,System Failure,Retail Banking,98.17,5,2.38,1.44,1.49,2.8,26,1
ALE-0020,20/4/2022,Phishing,ATM Network,147.3,1,1.69,2.26,2.79,2.9,28,0
ALE-0056,6/9/2022,Tech Failure,ATM Network,165.87,1,1.47,2.03,2.4,4,20,1
OLE-0153,6/6/2023,Data Breach,Payments,65.36,5,1.11,0.86,1,3.4,23,1
OLE-0099,14/6/2022,System Failure,Retail Banking,99.84,1,0.49,1.11,1,2.7,17,0
ALE-1153,11/11/2022,Phishing,E-Banking,188.8,3,2.46,2.06,1.81,3.1,29,2
OLE-0510,14/3/2023,Cyber-Fraud,E-Banking,32.95,1,1.48,1.1,1,2.6,19,2
ALE-0278,24/5/2022,Cyber-Fraud,Retail Banking,167.32,5,2.24,2.36,1.81,2.5,28,1
ALE-0393,28/11/2022,Tech Failure,E-Banking,252.15,2,1.98,3.49,3.23,3.4,15,0
ALE-1026,30/3/2022,Phishing,Online Services,138.91,4,2.96,3.06,2.36,3.5,24,1
OLE-0104,24/4/2022,Data Breach,Payments,17.14,4,0.45,1.38,1,3.1,23,1
ALE-0588,12/8/2022,Phishing,ATM Network,251.42,1,2.19,2.51,2.35,3,17,2
ALE-0586,17/10/2022,Data Breach,Online Services,95.16,3,1.87,1.4,1.01,3.6,21,1
ALE-1109,18/5/2022,Data Breach,E-Banking,180.45,5,2.72,1.96,2.2,3.7,26,1
OLE-0587,21/10/2023,Tech Failure,Retail Banking,5,2,1.43,1.5,1,3.2,14,2
ALE-1144,22/10/2022,Cyber-Fraud,ATM Network,216.24,1,1.06,3.35,3.34,3.8,24,0
ALE-0839,22/1/2022,Data Breach,E-Banking,149.23,1,2.94,1.24,0.85,3.1,24,1
ALE-0286,24/2/2022,System Failure,E-Banking,195.88,4,2.33,2.06,1.41,3.7,15,2
OLE-0054,19/11/2022,Tech Failure,ATM Network,36.23,3,0.53,0.71,1,3.2,15,0
OLE-0152,18/3/2022,Tech Failure,Payments,66.06,4,0.74,0.62,1,3.1,17,0
OLE-0404,24/9/2023,Tech Failure,E-Banking,60.33,1,0.58,1.37,1,3.9,23,1
ALE-0297,19/10/2022,System Failure,ATM Network,108.52,4,0.87,1.5,1.06,3.6,19,2
OLE-0208,26/8/2023,Cyber-Fraud,Retail Banking,56.49,5,0.39,0.88,1,3.1,18,1
ALE-1236,11/3/2022,Cyber-Fraud,Retail Banking,237.76,4,1.2,3.44,2.98,2.6,20,2
ALE-0825,16/11/2022,Tech Failure,Retail Banking,160.5,2,1.17,3.45,3.25,2.7,16,0
ALE-0265,21/5/2022,Cyber-Fraud,ATM Network,122.42,3,1.65,2.43,1.75,3.4,17,2
ALE-1123,21/1/2022,Tech Failure,Retail Banking,95.59,4,1.11,2.74,2.84,3.2,15,1
OLE-0009,2/1/2023,Tech Failure,Retail Banking,55.73,4,0.48,1.49,1,3.9,24,1
ALE-0157,7/6/2022,Cyber-Fraud,Online Services,129.01,2,1.97,1.32,1.18,3.9,24,2
ALE-1177,24/11/2022,Phishing,Retail Banking,144.31,4,2.33,3.11,3.77,3,25,0
ALE-0203,7/10/2022,System Failure,E-Banking,150.14,3,1.93,1.59,1.26,3.8,28,2
OLE-0453,15/1/2023,System Failure,E-Banking,24.84,4,0.5,1.23,1,2.8,23,0
ALE-0818,16/2/2022,Data Breach,Online Services,97.45,1,2.06,2.25,2.49,3.2,15,0
OLE-0254,22/11/2023,Tech Failure,ATM Network,56.9,3,1.32,1.48,1,3.4,17,0
ALE-0470,11/5/2022,Cyber-Fraud,E-Banking,133.95,5,1.36,3.4,4.15,2.8,21,1
ALE-0039,13/7/2022,Tech Failure,E-Banking,174.97,3,1.87,2.36,2.56,3.7,21,0
ALE-1104,14/1/2022,Tech Failure,E-Banking,159.88,5,2.27,1.94,1.68,3.5,20,2
ALE-0023,2/9/2022,Phishing,E-Banking,273.27,4,1.75,2.31,1.84,2.5,22,2
ALE-0738,24/6/2022,Tech Failure,Retail Banking,11.86,4,0.95,1.59,1.17,3.5,20,1
ALE-1233,9/7/2022,Cyber-Fraud,E-Banking,26.74,1,2.1,2.86,2.13,2.7,24,0
OLE-0624,12/9/2023,Data Breach,ATM Network,48.27,2,0.75,0.59,1,3.2,22,2
OLE-0346,4/11/2023,System Failure,Retail Banking,47.76,4,0.8,1.01,1,3.9,14,0
ALE-1070,30/9/2022,Data Breach,ATM Network,129.91,1,0.98,3.22,3.85,3.3,18,0
ALE-0930,7/5/2022,Data Breach,ATM Network,219.97,2,1.54,2.35,1.85,4,19,1
OLE-0263,22/8/2023,System Failure,Retail Banking,102.97,3,1.05,1.15,1,2.9,15,1
ALE-0777,31/12/2022,Phishing,Retail Banking,66.2,3,1.05,3.48,3.44,3.5,19,0
ALE-0464,7/2/2022,System Failure,ATM Network,240.27,2,2.13,3.04,2.51,4,21,0
ALE-0581,31/7/2022,System Failure,Online Services,66.22,1,2.51,1.86,1.81,3.5,20,2
